aer_ai_mean,aer_ai_valid_frac,co_mean,co_valid_frac,no2_mean,no2_valid_frac,period_start,city,precip_mm,no2_log,co_log,doy_sin,doy_cos,low_confidence,split
-0.3672203548116352,1,0.0490345528058559,1.0,2.1198474516956757e-05,0.8719723183391004,2021-08-10,Lagos,20.924658943075595,-10.76158133562264,-3.015230070076332,-0.6267266965083301,-0.7792391467859886,False,train
-0.89764943007032,1,0.0417023201268135,0.9204152249134948,2.6140826949895226e-05,0.7993079584775087,2021-08-17,Lagos,100.4336910793473,-10.55201221484796,-3.177198513192449,-0.7157953492826642,-0.6983101158835584,False,train
-0.6752839602836519,1,0.0436737245539044,0.8685121107266436,2.7036217121286133e-05,0.7923875432525952,2021-08-24,Lagos,67.7210112814451,-10.518333215937059,-3.1310086265045345,-0.7944973291665992,-0.6072676460566135,False,train
-0.3040764292879092,1,0.0395871842952007,0.9930795847750864,2.8052617239400404e-05,0.8961937716262975,2021-08-31,Lagos,102.5468672403404,-10.48142862413084,-3.229249842009912,-0.8616928164028521,-0.5074302810827518,False,train
-0.276935895201616,1,0.0423507615931322,1.0,2.6719381802905948e-05,0.9965397923875432,2021-09-07,Lagos,55.48891851971889,-10.530121345682263,-3.1617688747368646,-0.9164086366943458,-0.4002439388573056,False,train
-0.8217872755629239,1,0.036594513046881,0.9930795847750864,2.6926058806338423e-05,0.9204152249134948,2021-09-14,Lagos,39.87082949101058,-10.522416011411309,-3.3078569665653412,-0.9578523554276669,-0.28726097055059635,False,train
-0.6413846404788855,1,0.0414296569844852,0.9896193771626296,2.511391710963535e-05,0.8546712802768166,2021-09-21,Lagos,33.20800331836555,-10.592088398966963,-3.1837583023264444,-0.9854237542919524,-0.17011767832049052,False,train
-0.6437949446758656,1,0.0382148606298731,1.0,2.5453100471159656e-05,0.9757785467128028,2021-09-28,Lagos,52.35245071276366,-10.578672996409155,-3.264530817294513,-0.9987235240803972,-0.050510617185222886,False,train
-0.8941015804718576,1,0.0379766687687102,0.9965397923875432,3.198105772421736e-05,0.9930795847750864,2021-10-05,Lagos,47.87690726909266,-10.350366776552029,-3.2707832875893015,-0.9975590477788613,0.06982797572987089,False,train
-0.16814118325114,1,0.0380295777548937,1.0,3.255795658971495e-05,0.9965397923875432,2021-10-12,Lagos,31.32644804773781,-10.332488777100457,-3.2693910600514458,-0.981947190186646,0.18915526872004093,False,train
